YCH4,DavidsonSU2,DavidsonStandalone,WilkeSU2,WilkeStandalone
0.73964572,1.21E-05,1.21E-05,1.23E-05,1.23E-05
0.73808974,1.21E-05,1.21E-05,1.23E-05,1.23E-05
0.736336708,1.22E-05,1.22E-05,1.23E-05,1.23E-05
0.73448509,1.22E-05,1.22E-05,1.23E-05,1.23E-05
0.732633531,1.22E-05,1.22E-05,1.23E-05,1.23E-05
0.730781913,1.22E-05,1.22E-05,1.23E-05,1.23E-05
0.728930354,1.22E-05,1.22E-05,1.24E-05,1.24E-05
0.727078736,1.22E-05,1.22E-05,1.24E-05,1.24E-05
0.725227118,1.22E-05,1.22E-05,1.24E-05,1.24E-05
0.723375618,1.22E-05,1.22E-05,1.24E-05,1.24E-05
0.721524,1.22E-05,1.22E-05,1.24E-05,0.000012392
0.719672441,1.22E-05,1.22E-05,1.24E-05,1.24E-05
0.717820823,1.23E-05,1.23E-05,1.24E-05,1.24E-05
0.715969265,1.23E-05,1.23E-05,1.24E-05,1.24E-05
0.714117646,1.23E-05,1.23E-05,1.24E-05,1.24E-05
0.712266088,1.23E-05,1.23E-05,1.24E-05,1.24E-05
0.710414469,1.23E-05,1.23E-05,1.25E-05,1.25E-05
0.708562911,1.23E-05,0.0000123,1.25E-05,1.25E-05
0.706711292,1.23E-05,1.23E-05,1.25E-05,1.25E-05
0.704859674,1.23E-05,1.23E-05,1.25E-05,1.25E-05
0.703008115,1.23E-05,1.23E-05,1.25E-05,1.25E-05
0.701156497,1.23E-05,1.23E-05,1.25E-05,1.25E-05
0.699304998,1.24E-05,1.23E-05,1.25E-05,1.25E-05
0.69745338,1.24E-05,1.24E-05,1.25E-05,1.25E-05
0.695601821,1.24E-05,1.24E-05,1.25E-05,1.25E-05
0.693750203,1.24E-05,1.24E-05,1.26E-05,1.26E-05
0.691898644,1.24E-05,1.24E-05,1.26E-05,1.26E-05
0.690047026,1.24E-05,1.24E-05,1.26E-05,1.26E-05
0.688195467,1.24E-05,1.24E-05,1.26E-05,1.26E-05
0.686343849,1.24E-05,1.24E-05,1.26E-05,1.26E-05
0.68449223,1.24E-05,1.24E-05,1.26E-05,1.26E-05
0.682640672,1.24E-05,1.24E-05,1.26E-05,1.26E-05
0.680789053,1.25E-05,1.24E-05,1.26E-05,1.26E-05
0.678937495,1.25E-05,1.25E-05,1.26E-05,1.26E-05
0.677085876,1.25E-05,1.25E-05,1.27E-05,0.000012647
0.675234377,1.25E-05,1.25E-05,1.27E-05,1.27E-05
0.673382759,1.25E-05,1.25E-05,1.27E-05,1.27E-05
0.6715312,1.25E-05,1.25E-05,1.27E-05,1.27E-05
0.669679582,1.25E-05,1.25E-05,1.27E-05,1.27E-05
0.667828023,1.25E-05,1.25E-05,1.27E-05,1.27E-05
0.665976405,1.25E-05,1.25E-05,1.27E-05,1.27E-05
0.664124787,1.25E-05,1.25E-05,1.27E-05,1.27E-05
0.662273228,1.26E-05,1.25E-05,1.27E-05,1.27E-05
0.66042161,1.26E-05,1.26E-05,1.28E-05,1.27E-05
0.658570051,1.26E-05,1.26E-05,1.28E-05,1.28E-05
0.656718433,1.26E-05,1.26E-05,1.28E-05,1.28E-05
0.654866874,1.26E-05,1.26E-05,1.28E-05,1.28E-05
0.653015256,1.26E-05,1.26E-05,1.28E-05,1.28E-05
0.651163697,1.26E-05,1.26E-05,1.28E-05,1.28E-05
0.649312079,1.26E-05,1.26E-05,1.28E-05,1.28E-05
0.64746058,1.26E-05,1.26E-05,1.28E-05,1.28E-05
0.645608962,1.26E-05,1.26E-05,1.28E-05,1.28E-05
0.643757343,1.27E-05,1.27E-05,1.28E-05,1.28E-05
0.641905785,1.27E-05,1.27E-05,1.29E-05,0.000012856
0.640054166,1.27E-05,1.27E-05,1.29E-05,1.29E-05
0.638202608,1.27E-05,1.27E-05,1.29E-05,1.29E-05
0.636350989,1.27E-05,0.000012693,1.29E-05,1.29E-05
0.634482503,1.27E-05,1.27E-05,1.29E-05,1.29E-05
0.632478714,1.27E-05,0.000012715,1.29E-05,1.29E-05
0.630474985,1.27E-05,1.27E-05,1.29E-05,1.29E-05
0.628471136,1.27E-05,1.27E-05,1.29E-05,1.29E-05
0.626467407,1.28E-05,1.27E-05,1.30E-05,1.29E-05
0.624463558,1.28E-05,1.28E-05,1.30E-05,0.000012962
0.622459769,1.28E-05,1.28E-05,1.30E-05,1.30E-05
0.62045604,1.28E-05,1.28E-05,1.30E-05,1.30E-05
0.618452191,1.28E-05,1.28E-05,1.30E-05,1.30E-05
0.616448462,1.28E-05,1.28E-05,1.30E-05,1.30E-05
0.614444613,1.28E-05,1.28E-05,1.30E-05,1.30E-05
0.612440884,1.28E-05,1.28E-05,1.30E-05,0.000013036
0.610437095,1.28E-05,1.28E-05,1.31E-05,1.30E-05
0.608433306,1.29E-05,1.29E-05,1.31E-05,1.31E-05
0.606429517,1.29E-05,1.29E-05,1.31E-05,1.31E-05
0.604425788,1.29E-05,1.29E-05,1.31E-05,1.31E-05
0.602421939,1.29E-05,1.29E-05,1.31E-05,1.31E-05
0.60041815,1.29E-05,1.29E-05,1.31E-05,1.31E-05
0.598414361,1.29E-05,1.29E-05,1.31E-05,1.31E-05
0.596410573,1.29E-05,1.29E-05,1.31E-05,1.31E-05
0.594406843,1.29E-05,1.29E-05,1.32E-05,1.31E-05
0.592402995,1.30E-05,1.29E-05,1.32E-05,1.32E-05
0.590399265,1.30E-05,1.30E-05,1.32E-05,1.32E-05
0.588395417,1.30E-05,1.30E-05,1.32E-05,1.32E-05
0.586391687,1.30E-05,1.30E-05,1.32E-05,1.32E-05
0.584387898,1.30E-05,1.30E-05,1.32E-05,1.32E-05
0.582384109,1.30E-05,1.30E-05,1.32E-05,1.32E-05
0.580380321,1.30E-05,1.30E-05,1.32E-05,1.32E-05
0.578376472,1.30E-05,1.30E-05,1.33E-05,1.33E-05
0.576372743,1.31E-05,0.000013045,1.33E-05,1.33E-05
0.574368954,1.31E-05,1.31E-05,1.33E-05,1.33E-05
0.572365165,1.31E-05,1.31E-05,1.33E-05,1.33E-05
0.570361376,1.31E-05,1.31E-05,1.33E-05,1.33E-05
0.568357646,1.31E-05,1.31E-05,1.33E-05,1.33E-05
0.566353798,1.31E-05,1.31E-05,1.33E-05,1.33E-05
0.564350069,1.31E-05,1.31E-05,1.33E-05,1.33E-05
0.56234622,1.31E-05,1.31E-05,1.34E-05,1.34E-05
0.560342491,1.32E-05,1.31E-05,1.34E-05,1.34E-05
0.558338702,1.32E-05,1.32E-05,1.34E-05,1.34E-05
0.556334853,1.32E-05,1.32E-05,1.34E-05,1.34E-05
0.554331124,1.32E-05,1.32E-05,1.34E-05,1.34E-05
0.552327275,1.32E-05,1.32E-05,1.34E-05,1.34E-05
0.550323546,1.32E-05,1.32E-05,1.34E-05,1.34E-05
0.548319757,1.32E-05,1.32E-05,1.35E-05,1.34E-05
0.546315968,1.32E-05,1.32E-05,1.35E-05,1.35E-05
0.544312179,1.33E-05,1.32E-05,1.35E-05,1.35E-05
0.54230845,1.33E-05,1.33E-05,1.35E-05,1.35E-05
0.540304601,1.33E-05,1.33E-05,1.35E-05,1.35E-05
0.538300872,1.33E-05,1.33E-05,1.35E-05,1.35E-05
0.536297023,1.33E-05,1.33E-05,1.35E-05,1.35E-05
0.534293234,1.33E-05,0.000013307,1.35E-05,1.35E-05
0.532289445,1.33E-05,1.33E-05,1.36E-05,1.36E-05
0.530285656,1.33E-05,1.33E-05,1.36E-05,1.36E-05
0.528281927,1.33E-05,1.33E-05,1.36E-05,1.36E-05
0.526278079,1.34E-05,1.34E-05,1.36E-05,1.36E-05
0.524274349,1.34E-05,1.34E-05,1.36E-05,0.000013604
0.522279501,1.34E-05,1.34E-05,1.36E-05,1.36E-05
0.520291924,1.34E-05,1.34E-05,1.36E-05,1.36E-05
0.518304288,1.34E-05,1.34E-05,1.36E-05,1.36E-05
0.516316712,1.34E-05,0.000013423,1.37E-05,1.37E-05
0.514329016,1.34E-05,0.000013436,1.37E-05,0.000013671
0.51234138,1.35E-05,0.000013449,1.37E-05,1.37E-05
0.510353804,1.35E-05,0.000013462,1.37E-05,1.37E-05
0.508366168,1.35E-05,1.35E-05,1.37E-05,1.37E-05
0.506378591,1.35E-05,1.35E-05,1.37E-05,0.000013725
0.504390895,1.35E-05,1.35E-05,1.37E-05,1.37E-05
0.502403319,1.35E-05,1.35E-05,1.38E-05,1.38E-05
0.500415683,1.35E-05,1.35E-05,1.38E-05,1.38E-05
0.498428106,1.35E-05,0.000013541,1.38E-05,1.38E-05
0.49644044,1.36E-05,1.36E-05,1.38E-05,0.000013793
0.494452864,1.36E-05,1.36E-05,1.38E-05,1.38E-05
0.492465228,1.36E-05,1.36E-05,1.38E-05,1.38E-05
0.490477562,1.36E-05,1.36E-05,1.38E-05,1.38E-05
0.488489985,1.36E-05,1.36E-05,1.39E-05,1.38E-05
0.48650232,1.36E-05,0.000013621,1.39E-05,1.39E-05
0.484514743,1.36E-05,1.36E-05,1.39E-05,1.39E-05
0.482527077,1.37E-05,0.000013648,1.39E-05,1.39E-05
0.480539501,1.37E-05,1.37E-05,1.39E-05,1.39E-05
0.478551865,1.37E-05,0.000013675,1.39E-05,1.39E-05
0.476564288,1.37E-05,1.37E-05,1.39E-05,1.39E-05
0.474576622,1.37E-05,1.37E-05,1.40E-05,0.000013945
0.472589046,1.37E-05,1.37E-05,1.40E-05,0.000013959
0.47060138,1.37E-05,1.37E-05,1.40E-05,0.000013973
0.468613744,1.38E-05,1.37E-05,1.40E-05,0.000013987
0.466626167,1.38E-05,1.38E-05,1.40E-05,1.40E-05
0.464638501,1.38E-05,1.38E-05,1.40E-05,1.40E-05
0.462650925,1.38E-05,1.38E-05,1.40E-05,1.40E-05
0.460663259,1.38E-05,1.38E-05,1.41E-05,1.40E-05
0.458675683,1.38E-05,1.38E-05,1.41E-05,1.41E-05
0.456688046,1.38E-05,1.38E-05,1.41E-05,1.41E-05
0.45470044,1.39E-05,1.38E-05,1.41E-05,1.41E-05
0.452712804,1.39E-05,1.39E-05,1.41E-05,1.41E-05
0.450725228,1.39E-05,1.39E-05,1.41E-05,1.41E-05
0.448737562,1.39E-05,1.39E-05,1.41E-05,1.41E-05
0.446749896,1.39E-05,1.39E-05,1.42E-05,0.000014143
0.444762319,1.39E-05,1.39E-05,1.42E-05,1.42E-05
0.442774683,1.39E-05,1.39E-05,1.42E-05,1.42E-05
0.440787107,1.39E-05,0.000013939,1.42E-05,1.42E-05
0.438799441,1.40E-05,1.40E-05,1.42E-05,1.42E-05
0.436811864,1.40E-05,1.40E-05,1.42E-05,0.000014215
0.434824198,1.40E-05,1.40E-05,1.42E-05,1.42E-05
0.432836622,1.40E-05,1.40E-05,1.43E-05,0.000014244
0.430848986,1.40E-05,1.40E-05,1.43E-05,1.43E-05
0.42886138,1.40E-05,1.40E-05,1.43E-05,1.43E-05
0.426873744,1.40E-05,1.40E-05,1.43E-05,1.43E-05
0.424886078,1.41E-05,1.41E-05,1.43E-05,1.43E-05
0.422898501,1.41E-05,1.41E-05,1.43E-05,0.000014317
0.420910835,1.41E-05,0.000014083,1.43E-05,1.43E-05
0.418923259,1.41E-05,1.41E-05,1.43E-05,1.43E-05
0.416935623,1.41E-05,1.41E-05,1.44E-05,1.44E-05
0.414948046,1.41E-05,1.41E-05,1.44E-05,1.44E-05
0.41296038,1.41E-05,1.41E-05,1.44E-05,1.44E-05
0.411136866,1.42E-05,1.42E-05,1.44E-05,1.44E-05
0.409313262,1.42E-05,1.42E-05,1.44E-05,1.44E-05
0.407489747,1.42E-05,1.42E-05,1.44E-05,1.44E-05
0.405666143,1.42E-05,1.42E-05,1.44E-05,1.44E-05
0.403842539,1.42E-05,1.42E-05,1.45E-05,1.45E-05
0.402019024,1.42E-05,1.42E-05,1.45E-05,1.45E-05
0.40019542,1.42E-05,1.42E-05,1.45E-05,1.45E-05
0.398371905,1.43E-05,1.43E-05,1.45E-05,1.45E-05
0.396548301,1.43E-05,1.43E-05,1.45E-05,1.45E-05
0.394724786,1.43E-05,1.43E-05,1.45E-05,1.45E-05
0.392901182,1.43E-05,0.000014292,1.45E-05,1.45E-05
0.391077638,1.43E-05,1.43E-05,1.46E-05,1.46E-05
0.389254063,1.43E-05,1.43E-05,1.46E-05,1.46E-05
0.387430519,1.43E-05,1.43E-05,1.46E-05,1.46E-05
0.385606945,1.44E-05,1.43E-05,1.46E-05,1.46E-05
0.38378334,1.44E-05,1.44E-05,1.46E-05,1.46E-05
0.381959826,1.44E-05,1.44E-05,1.46E-05,1.46E-05
0.380136222,1.44E-05,1.44E-05,1.46E-05,1.46E-05
0.378312707,1.44E-05,1.44E-05,1.47E-05,1.47E-05
0.376489103,1.44E-05,0.000014418,1.47E-05,1.47E-05
0.374665558,1.44E-05,1.44E-05,1.47E-05,1.47E-05
0.372841984,1.45E-05,1.44E-05,1.47E-05,1.47E-05
0.37101844,1.45E-05,1.45E-05,1.47E-05,1.47E-05
0.369194865,1.45E-05,1.45E-05,1.47E-05,1.47E-05
0.367371321,1.45E-05,1.45E-05,1.47E-05,1.47E-05
0.365547746,1.45E-05,1.45E-05,1.48E-05,1.48E-05
0.363724142,1.45E-05,1.45E-05,1.48E-05,1.48E-05
0.361900628,1.45E-05,1.45E-05,1.48E-05,1.48E-05
0.360077024,1.46E-05,1.45E-05,1.48E-05,1.48E-05
0.358253479,1.46E-05,1.46E-05,1.48E-05,1.48E-05
0.356429905,1.46E-05,1.46E-05,1.48E-05,1.48E-05
0.35460636,1.46E-05,1.46E-05,1.48E-05,0.000014838
0.352782786,1.46E-05,1.46E-05,1.49E-05,1.49E-05
0.350959241,1.46E-05,1.46E-05,1.49E-05,1.49E-05
0.349135667,1.46E-05,0.000014634,1.49E-05,1.49E-05
0.347312123,1.47E-05,1.46E-05,1.49E-05,1.49E-05
0.345488548,1.47E-05,1.47E-05,1.49E-05,1.49E-05
0.343664944,1.47E-05,1.47E-05,1.49E-05,1.49E-05
0.3418414,1.47E-05,1.47E-05,1.49E-05,1.49E-05
0.340017825,1.47E-05,1.47E-05,1.50E-05,1.50E-05
0.338194281,1.47E-05,1.47E-05,1.50E-05,1.50E-05
0.336370707,1.47E-05,1.47E-05,1.50E-05,1.50E-05
0.334547162,1.48E-05,1.48E-05,1.50E-05,1.50E-05
0.332723588,1.48E-05,1.48E-05,1.50E-05,1.50E-05
0.330900043,1.48E-05,1.48E-05,1.50E-05,1.50E-05
0.329076469,1.48E-05,1.48E-05,1.50E-05,1.50E-05
0.327252924,1.48E-05,1.48E-05,1.51E-05,1.51E-05
0.32542932,1.48E-05,1.48E-05,1.51E-05,1.51E-05
0.323605746,1.48E-05,1.48E-05,1.51E-05,1.51E-05
0.321782202,1.49E-05,1.49E-05,1.51E-05,1.51E-05
0.319958627,1.49E-05,0.000014873,1.51E-05,1.51E-05
0.318135083,1.49E-05,1.49E-05,1.51E-05,0.000015131
0.316311508,1.49E-05,1.49E-05,1.51E-05,1.51E-05
0.314487964,1.49E-05,1.49E-05,1.52E-05,1.52E-05
0.31266439,1.49E-05,1.49E-05,1.52E-05,1.52E-05
0.310957998,1.49E-05,1.49E-05,1.52E-05,1.52E-05
0.309397966,1.50E-05,1.50E-05,1.52E-05,1.52E-05
0.307838023,1.50E-05,0.000014975,1.52E-05,1.52E-05
0.30627802,1.50E-05,1.50E-05,1.52E-05,1.52E-05
0.304718018,1.50E-05,1.50E-05,1.52E-05,1.52E-05
0.303158045,1.50E-05,1.50E-05,1.53E-05,1.53E-05
0.301598042,1.50E-05,1.50E-05,1.53E-05,1.53E-05
0.300038099,1.50E-05,1.50E-05,1.53E-05,1.53E-05
0.298478097,1.51E-05,1.51E-05,1.53E-05,1.53E-05
0.296918124,1.51E-05,1.51E-05,1.53E-05,1.53E-05
0.295358121,1.51E-05,1.51E-05,1.53E-05,1.53E-05
0.293798178,1.51E-05,1.51E-05,1.53E-05,1.53E-05
0.292238146,1.51E-05,1.51E-05,1.54E-05,1.53E-05
0.290678203,1.51E-05,1.51E-05,1.54E-05,1.54E-05
0.289118201,1.51E-05,1.51E-05,1.54E-05,1.54E-05
0.287558198,1.52E-05,1.51E-05,1.54E-05,1.54E-05
0.285998225,1.52E-05,0.000015163,1.54E-05,1.54E-05
0.284438223,1.52E-05,1.52E-05,1.54E-05,1.54E-05
0.28287828,1.52E-05,1.52E-05,1.54E-05,1.54E-05
0.281318247,1.52E-05,0.000015204,1.54E-05,1.54E-05
0.279758304,1.52E-05,1.52E-05,1.55E-05,1.55E-05
0.278198302,1.52E-05,1.52E-05,1.55E-05,1.55E-05
0.276638359,1.53E-05,1.52E-05,1.55E-05,1.55E-05
0.275078326,1.53E-05,0.000015259,1.55E-05,1.55E-05
0.273518384,1.53E-05,1.53E-05,1.55E-05,1.55E-05
0.271958381,1.53E-05,1.53E-05,1.55E-05,1.55E-05
0.270398349,1.53E-05,1.53E-05,1.55E-05,1.55E-05
0.268838406,1.53E-05,1.53E-05,1.56E-05,1.55E-05
0.267278403,1.53E-05,1.53E-05,1.56E-05,1.56E-05
0.26571846,1.54E-05,1.53E-05,1.56E-05,1.56E-05
0.264158428,1.54E-05,1.54E-05,1.56E-05,0.000015585
0.262598485,1.54E-05,1.54E-05,1.56E-05,1.56E-05
0.261038482,1.54E-05,1.54E-05,1.56E-05,0.000015612
0.259478509,1.54E-05,1.54E-05,1.56E-05,1.56E-05
0.257918507,1.54E-05,1.54E-05,1.56E-05,1.56E-05
0.256358564,1.54E-05,0.000015427,1.57E-05,1.57E-05
0.254798561,1.55E-05,1.54E-05,1.57E-05,1.57E-05
0.253238529,1.55E-05,1.55E-05,1.57E-05,0.00001568
0.251678586,1.55E-05,1.55E-05,1.57E-05,1.57E-05
0.250118583,1.55E-05,1.55E-05,1.57E-05,1.57E-05
0.248558626,1.55E-05,1.55E-05,1.57E-05,0.000015721
0.246998623,1.55E-05,1.55E-05,1.57E-05,1.57E-05
0.245438665,1.55E-05,1.55E-05,1.58E-05,1.57E-05
0.243878648,1.55E-05,1.55E-05,1.58E-05,1.58E-05
0.242318705,1.56E-05,1.56E-05,1.58E-05,0.000015776
0.240758687,1.56E-05,1.56E-05,1.58E-05,1.58E-05
0.239198744,1.56E-05,1.56E-05,1.58E-05,1.58E-05
0.237638727,1.56E-05,1.56E-05,1.58E-05,1.58E-05
0.236078724,1.56E-05,1.56E-05,1.58E-05,1.58E-05
0.234518766,1.56E-05,1.56E-05,1.58E-05,1.58E-05
0.232958749,1.56E-05,0.000015643,1.59E-05,1.59E-05
0.231398806,1.57E-05,1.57E-05,1.59E-05,1.59E-05
0.229838789,1.57E-05,1.57E-05,1.59E-05,1.59E-05
0.228278846,1.57E-05,0.000015687,1.59E-05,1.59E-05
0.226718828,1.57E-05,1.57E-05,1.59E-05,1.59E-05
0.225158885,1.57E-05,1.57E-05,1.59E-05,1.59E-05
0.223871738,1.57E-05,1.57E-05,1.59E-05,1.59E-05
0.222618759,1.57E-05,1.57E-05,1.60E-05,1.60E-05
0.22136572,1.58E-05,1.58E-05,1.60E-05,1.60E-05
0.220112696,1.58E-05,1.58E-05,1.60E-05,1.60E-05
0.218859717,1.58E-05,1.58E-05,1.60E-05,1.60E-05
0.217606679,1.58E-05,1.58E-05,1.60E-05,1.60E-05
0.2163537,1.58E-05,1.58E-05,1.60E-05,1.60E-05
0.215100676,1.58E-05,1.58E-05,1.60E-05,1.60E-05
0.213847697,1.58E-05,1.58E-05,1.60E-05,1.60E-05
0.212594658,1.58E-05,1.58E-05,1.60E-05,1.60E-05
0.211341679,1.59E-05,1.58E-05,1.61E-05,1.61E-05
0.210088655,1.59E-05,1.59E-05,1.61E-05,0.000016066
0.208835661,1.59E-05,0.000015873,1.61E-05,1.61E-05
0.207582638,1.59E-05,1.59E-05,1.61E-05,0.000016089
0.206329614,1.59E-05,1.59E-05,1.61E-05,1.61E-05
0.205076575,1.59E-05,1.59E-05,1.61E-05,0.000016112
0.203823641,1.59E-05,1.59E-05,1.61E-05,1.61E-05
0.202570617,1.59E-05,0.000015934,1.61E-05,1.61E-05
0.201317579,1.60E-05,1.59E-05,1.62E-05,1.61E-05
0.200064555,1.60E-05,1.60E-05,1.62E-05,1.62E-05
0.19881162,1.60E-05,1.60E-05,1.62E-05,1.62E-05
0.197558597,1.60E-05,1.60E-05,1.62E-05,1.62E-05
0.196305558,1.60E-05,1.60E-05,1.62E-05,1.62E-05
0.195052534,1.60E-05,1.60E-05,1.62E-05,1.62E-05
0.193799511,1.60E-05,1.60E-05,1.62E-05,1.62E-05
0.192546561,1.60E-05,1.60E-05,1.62E-05,1.62E-05
0.191293538,1.61E-05,1.60E-05,1.62E-05,1.62E-05
0.190040514,1.61E-05,1.61E-05,1.63E-05,1.63E-05
0.188787475,1.61E-05,1.61E-05,1.63E-05,1.63E-05
0.187534541,1.61E-05,1.61E-05,1.63E-05,0.000016275
0.186281517,1.61E-05,1.61E-05,1.63E-05,1.63E-05
0.185028493,1.61E-05,1.61E-05,1.63E-05,1.63E-05
0.183775455,1.61E-05,1.61E-05,1.63E-05,1.63E-05
0.18252252,1.61E-05,1.61E-05,1.63E-05,1.63E-05
0.181269497,1.62E-05,1.61E-05,1.63E-05,1.63E-05
0.180016458,1.62E-05,0.000016158,1.64E-05,1.63E-05
0.178763434,1.62E-05,1.62E-05,1.64E-05,1.64E-05
0.177510411,1.62E-05,1.62E-05,1.64E-05,1.64E-05
0.176257476,1.62E-05,1.62E-05,1.64E-05,1.64E-05
0.175004438,1.62E-05,1.62E-05,1.64E-05,1.64E-05
0.173751414,1.62E-05,1.62E-05,1.64E-05,1.64E-05
0.172498375,1.62E-05,1.62E-05,1.64E-05,1.64E-05
0.171245441,1.63E-05,1.62E-05,1.64E-05,1.64E-05
0.169992417,1.63E-05,1.63E-05,1.64E-05,0.000016441
0.168739393,1.63E-05,1.63E-05,1.65E-05,0.000016453
0.167486355,1.63E-05,1.63E-05,1.65E-05,0.000016465
0.166233331,1.63E-05,1.63E-05,1.65E-05,0.000016477
0.164980397,1.63E-05,1.63E-05,1.65E-05,1.65E-05
0.163727358,1.63E-05,1.63E-05,1.65E-05,1.65E-05
0.162474334,1.63E-05,1.63E-05,1.65E-05,1.65E-05
0.16122131,1.64E-05,1.64E-05,1.65E-05,1.65E-05
0.159968376,1.64E-05,1.64E-05,1.65E-05,1.65E-05
0.158715338,1.64E-05,1.64E-05,1.66E-05,1.65E-05
0.157462314,1.64E-05,1.64E-05,1.66E-05,1.66E-05
